,Unnamed: 0,Unnamed: 0.1,SAR EU,4G bands,Loudspeaker,Models,3G bands,2G bands,5G bands,Features,Announced,Size,OS,Single,Resolution,3.5mm jack,SAR,GPS,USB,CPU,Colors,Build,Radio,Technology,name,Card slot,Bluetooth,NFC,Status,Dimensions,Chipset,Triple,Speed,Type,Weight,Sensors,Video,WLAN,GPU,Internal,SIM,Price,Charging,Unnamed: 1,Quad,Protection,Dual,Display,Performance,Camera,Battery life,Audio quality,EDGE,GPRS,Music play,Stand-by,Talk time,Infrared port,Penta,Five
63,13,13,,"1, 3, 5, 8, 38, 40, 41",Yes,"MED-AL00, MED-AL20, MED-TL00",HSDPA 850 / 900 / 2100,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2,,"LED flash, HDR, panorama","2020, March 01","6.3 inches, 95.8 cm2 (~81.3% screen-to-body ratio)","Android 10, EMUI 10, no Google Play Services","8 MP, f/2.0","720 x 1600 pixels, 20:9 ratio (~278 ppi density)",Yes,,"Yes, with A-GPS, GLONASS, BDS","microUSB 2.0, USB On-The-Go",Octa-core (4x2.35 GHz Cortex-A53 & 4x1.8 GHz Cortex-A53),"Pearl White, Emerald Green, Midnight Black",,Unspecified,GSM / HSPA / LTE,Huawei Enjoy 10e,microSD,"5.0, A2DP, LE",No,"Available. Released 2020, March",159.1 x 74.1 x 9 mm (6.26 x 2.92 x 0.35 in),Mediatek MT6765 Helio P35 (12nm),,"HSPA 42.2/5.76 Mbps, LTE","Li-Po 5000 mAh, non-removable",185 g (6.53 oz),"Accelerometer, proximity",1080p@30fps,"Wi-Fi 802.11 b/g/n, hotspot",PowerVR GE8320,"64GB 4GB RAM, 128GB 4GB RAM","Hybrid Dual SIM (Nano-SIM, dual stand-by)",About 120 EUR,Charging 10W,,,,"13 MP, f/1.8, 27mm (wide), PDAF
2 MP, f/2.4, (depth)",,,,,,,,,,,,,
64,14,14,,"1, 2, 3, 4, 5, 6, 7, 8, 9, 12, 17, 18, 19, 20, 26, 28, 34, 38, 39, 40, 41",-27.4 LUFS (Good),"ELS-N39, ELS-AN10",HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,"1, 3, 28, 38, 41, 77, 78, 79 SA/NSA",HDR,"2020, March 26","6.58 inches, 105.2 cm2 (~91.6% screen-to-body ratio)","Android 10, EMUI 10.1, no Google Play Services",,1200 x 2640 pixels (~441 ppi density),No,,"Yes, with dual-band A-GPS, GLONASS, BDS, GALILEO, QZSS, NavIC","USB Type-C 3.1, USB On-The-Go",Octa-core (2x2.86 GHz Cortex-A76 & 2x2.36 GHz Cortex-A76 & 4x1.95 GHz Cortex-A55),"White Ceramic, Black Ceramic","Glass front, ceramic back, ceramic frame",No,GSM / HSPA / LTE / 5G,Huawei P40 Pro+,"NM (Nano Memory), up to 256GB (uses shared SIM slot)","5.1, A2DP, LE",Yes,"Available. Released 2020, June 06",158.2 x 72.6 x 9 mm (6.23 x 2.86 x 0.35 in),Kirin 990 5G (7 nm+),,"HSPA 42.2/5.76 Mbps, LTE-A, 5G","Li-Po 4200 mAh, non-removable",226 g (7.97 oz),"Infrared Face ID, fingerprint (under display, optical), accelerometer, gyro, proximity, compass, color spectrum","4K@30/60fps, 1080p@30/60fps","Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct, hotspot",Mali-G76 MP16,"256GB 8GB RAM, 512GB 8GB RAM","Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)",About 1000 EUR,"Fast charging 40W
Fast wireless charging 40W
Fast reverse wireless charging 27W",,,,"32 MP, f/2.2, 26mm (wide), 1/2.8"", 0.8µm, AF
IR TOF 3D, (depth/biometrics sensor)",Contrast ratio: Infinite (nominal),"AnTuTu: 529687 (v8)
GeekBench: 3203 (v5.1)
GFXBench: 31fps (ES 3.1 onscreen)",Photo / Video,Endurance rating 95h,,,,,,,Yes,,"50 MP, f/1.9, 23mm (wide), 1/1.28"", 1.22µm, omnidirectional PDAF, OIS
8 MP, f/4.4, 240mm (periscope telephoto), PDAF, OIS, 10x optical zoom
8 MP, f/2.4, 80mm (telephoto), PDAF, OIS, 3x optical zoom
40 MP, f/1.8, 18mm (ultrawide), 1/1.54"", PDAF
TOF 3D, (depth)"
65,15,15,,"1, 2, 3, 4, 5, 6, 7, 8, 9, 12, 17, 18, 19, 20, 26, 28, 32, 34, 38, 39, 40, 41 - ELS-NX9",-27.5 LUFS (Good),"ELS-NX9, ELS-N04, ELS-AN00, ELS-TN00",HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,"1, 3, 28, 38, 41, 77, 78, 79 SA/NSA - ELS-NX9",HDR,"2020, March 26","6.58 inches, 105.2 cm2 (~91.6% screen-to-body ratio)","Android 10, EMUI 10.1, no Google Play Services",,1200 x 2640 pixels (~441 ppi density),No,,"Yes, with dual-band A-GPS, GLONASS, BDS, GALILEO, QZSS, NavIC","USB Type-C 3.1, USB On-The-Go",Octa-core (2x2.86 GHz Cortex-A76 & 2x2.36 GHz Cortex-A76 & 4x1.95 GHz Cortex-A55),"Silver Frost, Blush Gold, Deep Sea Blue, Ice White, Black","Glass front, glass back, aluminum frame",No,GSM / HSPA / LTE / 5G,Huawei P40 Pro,"NM (Nano Memory), up to 256GB (uses shared SIM slot)","5.1, A2DP, LE",Yes,"Available. Released 2020, April 07",158.2 x 72.6 x 9 mm (6.23 x 2.86 x 0.35 in),Kirin 990 5G (7 nm+),,"HSPA 42.2/5.76 Mbps, LTE-A, 5G","Li-Po 4200 mAh, non-removable",209 g (7.37 oz),"Infrared Face ID, fingerprint (under display, optical), accelerometer, gyro, proximity, compass, color spectrum","4K@30/60fps, 1080p@30/60fps","Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct, hotspot",Mali-G76 MP16,"128GB 8GB RAM, 256GB 8GB RAM, 512GB 8GB RAM","Single SIM (Nano-SIM/eSIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)","$ 765.00 / C$ 1,499.99 / £ 799.00 / € 760.00 / ₹ 66,100 / Rp 9,999,000","Fast charging 40W
Fast wireless charging 27W
Fast reverse wireless charging 27W",,"50 MP, f/1.9, 23mm (wide), 1/1.28"", 1.22µm, omnidirectional PDAF, OIS
12 MP, f/3.4, 125mm (periscope telephoto), PDAF, OIS, 5x optical zoom
40 MP, f/1.8, 18mm (ultrawide), 1/1.54"", PDAF
TOF 3D, (depth)",,"32 MP, f/2.2, 26mm (wide), 1/2.8"", 0.8µm, AF
IR TOF 3D, (depth/biometrics sensor)",Contrast ratio: Infinite (nominal),"AnTuTu: 496356 (v8)
GeekBench: 12848 (v4.4), 3197 (v5.1)
GFXBench: 31fps (ES 3.1 onscreen)",Photo / Video,Endurance rating 94h,,,,,,,Yes,,
66,16,16,,"1, 2, 3, 4, 5, 6, 7, 8, 9, 12, 17, 18, 19, 20, 26, 28, 32, 34, 38, 39, 40, 41",-28.9 LUFS (Average),"ANA-AN00, ANA-TN00, ANA-NX9, ANA-LX4",HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,"1, 3, 28, 38, 41, 77, 78, 79 SA/NSA",HDR,"2020, March 26","6.1 inches, 91.3 cm2 (~86.3% screen-to-body ratio)","Android 10, EMUI 10.1, no Google Play Services","32 MP, f/2.0, 26mm (wide), 1/2.8"", 0.8µm
IR TOF 3D, (biometrics sensor only)","1080 x 2340 pixels, 19.5:9 ratio (~422 ppi density)",No,,"Yes, with dual-band A-GPS, GLONASS, BDS, GALILEO, QZSS, NavIC","USB Type-C 3.1, USB On-The-Go",Octa-core (2x2.86 GHz Cortex-A76 & 2x2.36 GHz Cortex-A76 & 4x1.95 GHz Cortex-A55),"Silver Frost, Blush Gold, Deep Sea Blue, Ice White, Black","Glass front, glass back, aluminum frame",No,GSM / HSPA / LTE / 5G,Huawei P40,"NM (Nano Memory), up to 256GB (uses shared SIM slot)","5.1, A2DP, LE",Yes,"Available. Released 2020, April 07",148.9 x 71.1 x 8.5 mm (5.86 x 2.80 x 0.33 in),Kirin 990 5G (7 nm+),"50 MP, f/1.9, 23mm (wide), 1/1.28"", 1.22µm, omnidirectional PDAF, OIS
8 MP, f/2.4, 80mm (telephoto), PDAF, OIS, 3x optical zoom
16 MP, f/2.2, 17mm (ultrawide), AF","HSPA 42.2/5.76 Mbps, LTE-A, 5G","Li-Po 3800 mAh, non-removable",175 g (6.17 oz),"Infrared Face ID, fingerprint (under display, optical), accelerometer, gyro, proximity, compass, color spectrum","4K@30/60fps, 1080p@30/60fps","Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct, hotspot",Mali-G76 MP16,"128GB 6GB RAM, 128GB 8GB RAM, 256GB 8GB RAM","Single SIM (Nano-SIM/eSIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)","$ 459.99 / £ 612.31 / € 369.99 / Rp 9,999,000",Fast charging 22.5W,,,,,Contrast ratio: Infinite (nominal),"AnTuTu: 486583 (v8)
GeekBench: 12619 (v4.4), 3148 (v5.1)
GFXBench: 37fps (ES 3.1 onscreen)",Photo / Video,Endurance rating 89h,,,,,,,,,
67,17,17,,"1, 2, 3, 4, 5, 7, 8, 20, 34, 38, 39, 40, 41 - ART-L29",Yes,"ART-L28, ART-L29, ART-L29N",HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,HDR,"2020, March 04","6.39 inches, 100.2 cm2 (~82.4% screen-to-body ratio)","Android 9.0 (Pie), EMUI 9, no Google Play Services","8 MP, f/2.0","720 x 1560 pixels, 19.5:9 ratio (~269 ppi density)",Yes,,"Yes, with A-GPS, GLONASS, GALILEO, BDS",microUSB 2.0,Octa-core (4x2.2 GHz Cortex-A73 & 4x1.7 GHz Cortex-A53),"Aurora Blue, , Midnight Black","Glass front, plastic back, plastic frame",FM radio,GSM / HSPA / LTE,Huawei P40 lite E,microSDXC (uses shared SIM slot),"5.0, A2DP, LE",No,"Available. Released 2020, March 12",159.8 x 76.1 x 8.1 mm (6.29 x 3.00 x 0.32 in),Kirin 710F (12 nm),"48 MP, f/1.8, 27mm (wide), 1/2.0"", 0.8µm, PDAF
8 MP, f/2.4, (ultrawide), 1/4.0"", 1.12µm
2 MP, f/2.4, (depth)","HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 400/50 Mbps","Li-Po 4000 mAh, non-removable",176 g (6.21 oz),"Fingerprint (rear-mounted), accelerometer, proximity, compass",1080p@30fps,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot",Mali-G51 MP4,64GB 4GB RAM,"Hybrid Dual SIM (Nano-SIM, dual stand-by)",C$ 505.00 / £ 147.99 / € 191.73,Charging 10W,"1, 2, 3, 4, 5, 7, 8, 28, 34, 38, 39, 40, 41 - ART-L28",,,,,,,,,,,,,,,,
68,18,18,,"1, 2, 3, 4, 5, 7, 8, 18, 19, 20, 28, 34, 38, 39, 40, 41 - JNY-L21A, JNY-L01A, JNY-L21B",-27.0 LUFS (Good),"JNY-L21A, JNY-L01A, JNY-L21B, JNY-L22A, JNY-L02A, JNY-L22B, JNY-LX1",HSDPA 800 / 850 / 900 / 1700(AWS) / 2100,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,HDR,"2020, February 27","6.4 inches, 101.4 cm2 (~83.5% screen-to-body ratio)","Android 10, EMUI 10, no Google Play Services","16 MP, f/2.0, (wide), 1/3.06"", 1.0µm",1080 x 2310 pixels (~398 ppi density),Yes,,"Yes, with A-GPS, GLONASS, GALILEO, BDS, QZSS","USB Type-C 2.0, USB On-The-Go",Octa-core (2x2.27 GHz Cortex-A76 & 6x1.88 GHz Cortex-A55),"Black, Emerald Green, Light Pink/Blue","Glass front, plastic back, plastic frame",FM radio,GSM / HSPA / LTE,Huawei P40 lite,"NM (Nano Memory), up to 256GB (uses shared SIM slot)","5.0, A2DP, LE","Yes (market/region dependent): JNY-L21A, JNY-L01A, JNY-L21B","Available. Released 2020, March 02",159.2 x 76.3 x 8.7 mm (6.27 x 3.00 x 0.34 in),Kirin 810 (7 nm),,"HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat13 400/75 Mbps","Li-Po 4200 mAh, non-removable",183 g (6.46 oz),"Fingerprint (side-mounted), accelerometer, proximity, compass",1080p@30fps,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot",Mali-G52 MP6,128GB 6GB RAM,"Hybrid Dual SIM (Nano-SIM, dual stand-by)",$ 218.00 / C$ 755.00 / £ 149.99 / € 189.00,"Fast charging 40W, 70% in 30 min (advertised)",,"48 MP, f/1.8, 26mm (wide), 1/2.0"", 0.8µm, PDAF
8 MP, f/2.4, (ultrawide)
2 MP, f/2.4, (macro)
2 MP, f/2.4, (depth)",,,Contrast ratio: 1085:1 (nominal),"AnTuTu: 325777 (v8)
GeekBench: 7846 (v4.4), 1862 (v5.1)
GFXBench: 18fps (ES 3.1 onscreen)",Photo / Video,Endurance rating 121h,,,,,,,,,
69,19,19,,"1, 3, 4, 5, 8, 19, 34, 38, 39, 40, 41","Yes, with stereo speakers (4 speakers)",,HSDPA 850 / 900 / 1900 / 2100,GSM 850 / 900 / 1800 / 1900,SA/NSA,HDR,"2020, February 24","10.8 inches, 338.2 cm2 (~86.5% screen-to-body ratio)","Android 10, EMUI 10, no Google Play Services","8 MP, f/2.0","2560 x 1600 pixels, 16:10 ratio (~280 ppi density)",No,,"Yes, with A-GPS, GLONASS, GALILEO, BDS, QZSS","USB Type-C 3.1, USB On-The-Go",Octa-core (2x2.86 GHz Cortex-A76 & 2x2.36 GHz Cortex-A76 & 4x1.95 GHz Cortex-A55),"Gray, White, Green, Orange","Glass front, aluminum back, aluminum frame",No,GSM / HSPA / LTE / 5G,Huawei MatePad Pro 10.8 5G (2019),"NM (Nano Memory), up to 256GB (dedicated slot)","5.1, A2DP, LE",No,"Available. Released 2020, May 27",246 x 159 x 7.2 mm (9.69 x 6.26 x 0.28 in),Kirin 990 5G (7 nm+),,"HSPA 42.2/5.76 Mbps, LTE-A, 5G","Li-Po 7250 mAh, non-removable",460 g (1.01 lb),"Accelerometer, gyro, proximity, compass",1080p@30fps,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot",Mali-G76 MP16,"128GB 6GB RAM, 256GB 8GB RAM, 512GB 8GB RAM",Nano-SIM,About 550 EUR,"Fast charging 40W
Fast wireless charging 27W
Reverse wireless charging 7.5W",Tuned by Harman Kardon,,,,,,,,,,,,,,,,
70,20,20,,"1, 2, 3, 4, 5, 6, 7, 8, 9, 12, 17, 18, 19, 20, 26, 28, 32, 34, 38, 39, 40, 41",-27.0 LUFS (Good),TAH-N29m,HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,"1, 3, 28, 38, 41, 77, 78, 79 SA/NSA",HDR,"2020, February 24","8.0 inches, 205.0 cm2 (~86.9% screen-to-body ratio)","Android 10, EMUI 10, no Google Play Services",,2200 x 2480 pixels (~414 ppi density),No,,"Yes, with dual-band A-GPS, GLONASS, BDS, GALILEO, QZSS",USB Type-C 3.1,Octa-core (2x2.86 GHz Cortex-A76 & 2x2.36 GHz Cortex-A76 & 4x1.95 GHz Cortex-A55),Interstellar Blue,"Plastic front, aluminum back, aluminum frame",No,GSM / HSPA / LTE / 5G,Huawei Mate Xs,"NM (Nano Memory), up to 256GB (uses shared SIM slot)","5.0, A2DP, LE",Yes,"Available. Released 2020, March 05","Unfolded: 161.3 x 146.2 x 5.4 mm
Folded: 161.3 x 78.5 x 11 mm",Kirin 990 5G (7 nm+),,"HSPA 42.2/5.76 Mbps, LTE-A Cat21 1400/200 Mbps, 5G (2+ Gbps DL)","Li-Po 4500 mAh, non-removable",300 g (10.58 oz),"Fingerprint (side-mounted), accelerometer, gyro, proximity, compass, barometer",1080p@30fps,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot",Mali-G76 MP16,512GB 8GB RAM,"Hybrid Dual SIM (Nano-SIM, dual stand-by)","$ 2,349.59 / C$ 4,933.78 / £ 2,300.00 / € 1,949.00","Fast charging 55W, 85% in 30 min (advertised)
Huawei SuperCharge",,"40 MP, f/1.8, 27mm (wide), 1/1.7"", PDAF
8 MP, f/2.4, 81mm (telephoto), PDAF, OIS, 3x optical zoom, 5x hybrid zoom
16 MP, f/2.2, 17mm (ultrawide), AF
TOF 3D, (depth)",,,Contrast ratio: Infinite (nominal),"AnTuTu: 459274 (v8), 461406 (unfolded)
GeekBench: 12213 (v4.4), 2980 (v5.1)
GFXBench: 16fps (ES 3.1 onscreen unfolded)",Photo / Video,Endurance rating 69h,,,,,,,Yes,,
71,21,21,,"1, 3, 4, 7, 8, 20, 38",Yes,"Marie-L21BX, MAR-LX2B",HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,Panorama,"2020, January 14","6.15 inches, 93.6 cm2 (~84.2% screen-to-body ratio)","Android 9.0 (Pie), upgradable to Android 10, EMUI 10","32 MP, f/2.0, 26mm (wide), 1/2.8"", 0.8µm",1080 x 2312 pixels (~415 ppi density),Yes,,"Yes, with A-GPS, GLONASS, BDS",USB Type-C 2.0,Octa-core (4x2.2 GHz Cortex-A73 & 4x1.7 GHz Cortex-A53),"Peacock Blue, Midnight Black, Pearl White, Breathing Crystal","Glass front, glass back, plastic frame",FM radio,GSM / HSPA / LTE,Huawei P30 lite New Edition,microSDXC (uses shared SIM slot),"4.2, A2DP, LE",Yes,"Available. Released 2020, January 14",152.9 x 72.7 x 7.4 mm (6.02 x 2.86 x 0.29 in),Kirin 710 (12 nm),"48 MP, f/1.8, 27mm (wide), 1/2.0"", 0.8µm, PDAF
8 MP, 120˚, 17mm (ultrawide)
2 MP, f/2.4, (depth)","HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 400/50 Mbps","Li-Po 3340 mAh, non-removable",152.9 g (5.40 oz),"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",1080p@30fps,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot",Mali-G51 MP4,"128GB 6GB RAM, 256GB 6GB RAM","Hybrid Dual SIM (Nano-SIM, dual stand-by)",$ 490.95 / C$ 614.06 / € 344.00,Fast charging 18W,UFS 2.1,,,,,,,,,,,,,,,,
72,22,22,,"1, 2, 3, 4, 5, 7, 8, 20, 34, 38, 39, 40, 41 - ART-L29",Yes,"ART-L28, ART-L29",HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,HDR,"2020, February 07","6.39 inches, 100.2 cm2 (~82.4% screen-to-body ratio)","Android 9.0 (Pie), EMUI 9, no Google Play Services","8 MP, f/2.0","720 x 1560 pixels, 19.5:9 ratio (~269 ppi density)",Yes,,"Yes, with A-GPS, GLONASS, GALILEO, BDS",microUSB 2.0,Octa-core (4x2.2 GHz Cortex-A73 & 4x1.7 GHz Cortex-A53),"Aurora Blue, Midnight Black","Glass front, plastic back, plastic frame",FM radio,GSM / HSPA / LTE,Huawei Y7p,microSDXC (uses shared SIM slot),"5.0, A2DP, LE",No,"Available. Released 2020, February 07",159.8 x 76.1 x 8.1 mm (6.29 x 3.00 x 0.32 in),Kirin 710F (12 nm),"48 MP, f/1.8, 27mm (wide), 1/2.0"", 0.8µm, PDAF
8 MP, f/2.4, (ultrawide), 1/4.0"", 1.12µm
2 MP, f/2.4, (depth)","HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 400/50 Mbps","Li-Po 4000 mAh, non-removable",176 g (6.21 oz),"Fingerprint (rear-mounted), accelerometer, proximity, compass",1080p@30fps,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot",Mali-G51 MP4,64GB 4GB RAM,"Hybrid Dual SIM (Nano-SIM, dual stand-by)",About 140 EUR,Charging 10W,"1, 2, 3, 4, 5, 7, 8, 28, 34, 38, 39, 40, 41 - ART-L28",,,,,,,,,,,,,,,,
73,23,23,,"1, 2, 3, 4, 5, 7, 8, 18, 19, 20, 28, 34, 38, 39, 40, 41 - JNY-L21A, JNY-L01A, JNY-L21B",Yes,"JNY-L22B, JNY-L21A, JNY-L01A, JNY-L21B, JNY-L22A, JNY-L02A, JNY-LX2",HSDPA 800 / 850 / 900 / 1700(AWS) / 2100,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),,HDR,"2020, January 30","6.4 inches, 101.4 cm2 (~83.5% screen-to-body ratio)","Android 10, EMUI 10, no Google Play Services","16 MP, f/2.0, (wide), 1/3.06"", 1.0µm",1080 x 2310 pixels (~398 ppi density),Yes,,"Yes, with A-GPS, GLONASS, GALILEO, BDS, QZSS","USB Type-C 2.0, USB On-The-Go",Octa-core (2x2.27 GHz Cortex-A76 & 6x1.88 GHz Cortex-A55),"Midnight Black, Crush Green, Sakura Pink","Glass front, plastic back, plastic frame",FM radio (market/region dependent),GSM / CDMA / HSPA / LTE,Huawei nova 7i,"NM (Nano Memory), up to 256GB (uses shared SIM slot)","5.1, A2DP, LE",No,"Available. Released 2020, February 14",159.2 x 76.3 x 8.7 mm (6.27 x 3.00 x 0.34 in),Kirin 810 (7 nm),,"HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat13 400/75 Mbps","Li-Po 4200 mAh, non-removable",183 g (6.46 oz),"Fingerprint (side-mounted), accelerometer, proximity, compass",1080p@30fps,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot",Mali-G52 MP6,128GB 8GB RAM,"Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)",About 240 EUR,"Fast charging 40W, 70% in 30 min (advertised)",UFS 2.1,"48 MP, f/1.8, 26mm (wide), 1/2.0"", 0.8µm, PDAF
8 MP, f/2.4, (ultrawide)
2 MP, f/2.4, (macro)
2 MP, f/2.4, (depth)",,,,,,,,,,,,,,,
74,24,24,,"1, 3, 5, 7, 8, 20, 38, 40, 41 - JAT-L29",Yes,"JAT-LX3, JAT-L29, JAT-LX1, JAT-L41","HSDPA 850 / 900 / 1900 / 2100 - JAT-L29, JAT-LX1, JAT-LX1 NFC",GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,"LED flash, HDR, panorama","2020, January 30","6.09 inches, 91.0 cm2 (~79.2% screen-to-body ratio)","Android 9.0 (Pie), EMUI 9.1","8 MP, f/2.0","720 x 1560 pixels, 19.5:9 ratio (~282 ppi density)",Yes,,"Yes, with A-GPS, GLONASS, BDS",microUSB 2.0,Octa-core (4x2.3 GHz Cortex-A53 & 4x1.8 GHz Cortex-A53),"Orchid Blue, Starry Black","Glass front, plastic back, plastic frame","FM Radio, built-in antenna",GSM / HSPA / LTE,Huawei Y6s (2019),microSDXC (dedicated slot),"4.2, A2DP, LE",Yes (JAT-LX1 NFC only),"Available. Released 2020, May",156.3 x 73.5 x 8 mm (6.15 x 2.89 x 0.31 in),Mediatek MT6765 Helio P35 (12nm),,"HSPA 42.2/5.76 Mbps, LTE-A","Li-Po 3020 mAh, non-removable",150 g (5.29 oz),"Fingerprint (rear-mounted), accelerometer, proximity",1080p@30fps,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot",PowerVR GE8320,"32GB 3GB RAM, 64GB 3GB RAM","Dual SIM (Nano-SIM, dual stand-by)",About 160 EUR,,eMMC 5.1,,,,,,,,,,,,,,,,
75,25,25,,"1, 3, 5, 7, 8, 20",Yes,,HSDPA 850 / 900 / 1900 / 2100,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,HDR,"2019, December","6.59 inches, 106.6 cm2 (~84.7% screen-to-body ratio)","Android 9.0 (Pie), EMUI 9.1","Motorized pop-up 16 MP, f/2.2","1080 x 2340 pixels, 19.5:9 ratio (~391 ppi density)",Yes,,"Yes, with A-GPS, GLONASS, BDS",USB Type-C 2.0,Octa-core (4x2.2 GHz Cortex-A73 & 4x1.7 GHz Cortex-A53),"Midnight Black, Breathing Crystal","Glass front, glass back, aluminum frame",FM radio,GSM / HSPA / LTE,Huawei P smart Pro 2019,microSDXC (uses shared SIM slot),"4.2, A2DP, LE",No,"Available. Released 2019, December",163.1 x 77.2 x 8.8 mm (6.42 x 3.04 x 0.35 in),Kirin 710F (12 nm),,"HSPA 42.2/5.76 Mbps, LTE-A","Li-Po 4000 mAh, non-removable",206 g (7.27 oz),"Fingerprint (side-mounted), accelerometer, gyro, proximity, compass",1080p@60fps,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot",Mali-G51 MP4,128GB 6GB RAM,"Hybrid Dual SIM (Nano-SIM, dual stand-by)",About 290 EUR,Charging 10W,UFS 2.1,,,"48 MP, f/1.8, (wide), 1/2.0"", 0.8µm, PDAF
8 MP, f/2.4, 13mm (ultrawide)
2 MP, f/2.4, (depth)",,,,,,,,,,,,,
76,26,26,,"1, 2, 3, 4, 5, 7, 8, 12, 17, 18, 19, 26, 34, 38, 39, 40, 41",Yes,"WLZ-AN00, WLZ-TN00",HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,"1, 3, 41, 77, 78, 79 SA/NSA",HDR,"2019, December","6.57 inches, 104.2 cm2 (~84.5% screen-to-body ratio)","Android 10, EMUI 10",,"1080 x 2400 pixels, 20:9 ratio (~401 ppi density)",Yes,,"Yes, with dual-band A-GPS, GLONASS, BDS, GALILEO, QZSS","USB Type-C 2.0, USB On-The-Go",Octa-core (2x2.86 GHz Cortex-A76 & 2x2.09 GHz Cortex-A76 & 4x1.86 GHz Cortex-A55),"Black, Blue, Red, Provence","Glass front, glass back, aluminum frame",No,GSM / HSPA / LTE / 5G,Huawei nova 6 5G,No,"5.1, A2DP, LE",Yes,"Available. Released 2019, December",162.7 x 75.8 x 9 mm (6.41 x 2.98 x 0.35 in),Kirin 990 (7 nm),"40 MP, f/1.8, 27mm (wide), 1/1.7"", PDAF, Laser AF
8 MP, f/2.4, 80mm (telephoto), 1/4.0"", PDAF, OIS, 3x optical zoom
8 MP, f/2.4, 16mm (ultrawide)","HSPA 42.2/5.76 Mbps, LTE-A, 5G (2+ Gbps DL)","Li-Po 4200 mAh, non-removable",212 g (7.48 oz),"Fingerprint (side-mounted), accelerometer, gyro, proximity, compass",4K@30fps,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot",Mali-G76 MP16,"128GB 8GB RAM, 256GB 8GB RAM","Dual SIM (Nano-SIM, dual stand-by)",,"Fast charging 40W, 70% in 30 min (advertised)",UFS 3.0,,,"32 MP, f/2.0, 26mm (wide), 1/2.8"", 0.8µm, PDAF
8 MP, f/2.2, 17mm (ultrawide)",,,,,,,,,,,,,
